ticket_id,company_id,channel_id,contact_id,reason
"621","3","0","2646","missing_channel_fk"
"622","3","0","2647","missing_channel_fk"
"623","3","0","2648","missing_channel_fk"
"624","3","0","2649","missing_channel_fk"
"625","3","0","2649","missing_channel_fk"
"626","3","0","2650","missing_channel_fk"
"627","3","0","2651","missing_channel_fk"
"628","3","0","2652","missing_channel_fk"
"629","3","0","2653","missing_channel_fk"
"630","3","0","2654","missing_channel_fk"
"631","3","0","2655","missing_channel_fk"
"632","3","0","2656","missing_channel_fk"
"633","3","0","1858","missing_channel_fk"
"634","3","0","1764","missing_channel_fk"
"635","3","0","2657","missing_channel_fk"
"636","3","0","2658","missing_channel_fk"
"637","3","0","2659","missing_channel_fk"
"638","3","0","2660","missing_channel_fk"
"639","3","0","2661","missing_channel_fk"
"640","3","0","2662","missing_channel_fk"
"641","3","0","2663","missing_channel_fk"
"642","3","0","2664","missing_channel_fk"
"643","3","0","2665","missing_channel_fk"
"644","3","0","2666","missing_channel_fk"
"645","3","0","2667","missing_channel_fk"
"646","3","0","2668","missing_channel_fk"
"647","3","0","1629","missing_channel_fk"
"648","3","0","2669","missing_channel_fk"
"649","3","0","2670","missing_channel_fk"
"650","3","0","2671","missing_channel_fk"
"651","3","0","2672","missing_channel_fk"
"652","3","0","2673","missing_channel_fk"
"653","3","0","2674","missing_channel_fk"
"654","3","0","2675","missing_channel_fk"
"655","3","0","2676","missing_channel_fk"
"656","3","0","2677","missing_channel_fk"
"657","3","0","2678","missing_channel_fk"
"658","3","0","2679","missing_channel_fk"
"659","3","0","2680","missing_channel_fk"
"660","3","0","2681","missing_channel_fk"
"661","3","0","2682","missing_channel_fk"
"662","3","0","2683","missing_channel_fk"
"663","3","0","2684","missing_channel_fk"
"664","3","0","2685","missing_channel_fk"
"665","3","0","2686","missing_channel_fk"
"666","3","0","2687","missing_channel_fk"
"667","3","0","2688","missing_channel_fk"
"668","3","0","2689","missing_channel_fk"
"669","3","0","2690","missing_channel_fk"
"670","3","0","2691","missing_channel_fk"
"671","3","0","2692","missing_channel_fk"
"672","3","0","2693","missing_channel_fk"
"673","3","0","2694","missing_channel_fk"
"674","3","0","2695","missing_channel_fk"
"675","3","0","2696","missing_channel_fk"
"676","3","0","2697","missing_channel_fk"
"677","3","0","2698","missing_channel_fk"
"678","3","0","2699","missing_channel_fk"
"679","3","0","2700","missing_channel_fk"
"680","3","0","2701","missing_channel_fk"
"681","3","0","2702","missing_channel_fk"
"682","3","0","2703","missing_channel_fk"
"683","3","0","2704","missing_channel_fk"
"684","3","0","2705","missing_channel_fk"
"685","3","0","2706","missing_channel_fk"
"686","3","0","2707","missing_channel_fk"
"687","3","0","2708","missing_channel_fk"
"688","3","0","2709","missing_channel_fk"
"689","3","0","2710","missing_channel_fk"
"690","3","0","2711","missing_channel_fk"
"691","3","0","2712","missing_channel_fk"
"692","3","0","2713","missing_channel_fk"
"693","3","0","1817","missing_channel_fk"
"694","3","0","2714","missing_channel_fk"
"695","3","0","2715","missing_channel_fk"
